Implement,Test ID,EUDI class,Credimi ready,CAW,MI,MV,MTSL,WU,CDV,Visual evidence,FCAF area,EUDI profile,SUT,Mock/tools raw,Notes,Other fields,Source check
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__034.md"",""WS_RP_IA_MainInteraction_034"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validator: dcql.response_satisfies_constraints mode required_credentials_no_partial_presentation; dedicated capture-verifier scenario requests one available PID and one unavailable required credential in the same required set; it requires no partial vp_token and a captured non-empty error response,🟠 req-class: EUDI_required; Credimi scenario and test YAML; execution remains verifier/wallet dependent,source: FCAF repo; dedicated scenario
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__035.md"",""WS_RP_IA_MainInteraction_035"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validator: dcql.response_satisfies_constraints mode vp_token_signed_presentation; shared valid PID/DCQL scenario requires response_type vp_token and structurally signed SD-JWT presentations,🟠 req-class: EUDI_required; live issuer-signature verification remains verifier/wallet dependent,source: FCAF repo; shared dcql main-interaction scenario
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__036.md"",""WS_RP_IA_MainInteraction_036"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validator: dcql.response_satisfies_constraints mode vp_token_json_object; shared valid PID/DCQL scenario checks JSON object response shape,🟠 req-class: EUDI_required; execution remains verifier/wallet dependent,source: FCAF repo; shared dcql main-interaction scenario
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__037.md"",""WS_RP_IA_MainInteraction_037"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validator: dcql.response_satisfies_constraints mode vp_token_query_ids; shared valid PID/DCQL scenario requires an exact query-ID key set,🟠 req-class: EUDI_required; execution remains verifier/wallet dependent,source: FCAF repo; shared dcql main-interaction scenario
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__038.md"",""WS_RP_IA_MainInteraction_038"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validator: dcql.response_satisfies_constraints mode vp_token_presentation_arrays; shared valid PID/DCQL scenario requires a non-empty presentation array for every query ID,🟠 req-class: EUDI_required; execution remains verifier/wallet dependent,source: FCAF repo; shared dcql main-interaction scenario
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__039.md"",""WS_RP_IA_MainInteraction_039"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validator: dcql.response_satisfies_constraints mode two_distinct_format_presentations; Main Interaction flow uses PID SD-JWT and PID mDoc as two concrete credentials then requires their exact two-key VP-token mapping and valid per-format presentations,🟠 req-class: EUDI_required; live two-credential wallet/verifier execution remains required,source: FCAF repo; dedicated Main Interaction scenario
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__040.md"",""WS_RP_IA_MainInteraction_040"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__041.md"",""WS_RP_IA_MainInteraction_041"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__042.md"",""WS_RP_IA_MainInteraction_042"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",reuses the required-plus-unavailable-optional credential-sets scenario from 029; validator requires the available credential only in vp_token,🟠 req-class: EUDI_required; execution remains verifier/wallet dependent,source: FCAF repo; shared Main Interaction scenario
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__043.md"",""WS_RP_IA_MainInteraction_043"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",dedicated optional-only unavailable credential query; validator requires required=false with the exact query id and an empty vp_token,🟠 req-class: EUDI_required; execution remains verifier/wallet dependent,source: FCAF repo; dedicated Main Interaction subflow
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__046.md"",""WS_RP_IA_MainInteraction_046"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__049.md"",""WS_RP_IA_MainInteraction_049"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__052.md"",""WS_RP_IA_MainInteraction_052"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__053.md"",""WS_RP_IA_MainInteraction_053"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__054.md"",""WS_RP_IA_MainInteraction_054"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__055.md"",""WS_RP_IA_MainInteraction_055"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__056.md"",""WS_RP_IA_MainInteraction_056"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__057.md"",""WS_RP_IA_MainInteraction_057"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__061.md"",""WS_RP_IA_MainInteraction_061"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__064.md"",""WS_RP_IA_MainInteraction_064"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__065.md"",""WS_RP_IA_MainInteraction_065"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__066.md"",""WS_RP_IA_MainInteraction_066"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/MainInteraction/WS_RP_IA_MainInteraction__067.md"",""WS_RP_IA_MainInteraction_067"")",EUDI_required,🟡 implemented verifier-blocked,,,x,,x,,x,Interaction / MainInteraction,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: none in PR1295; Maestro/pipeline precondition not implemented in PR1295; adapt same Interaction / MainInteraction flow with small request/assert changes; generated: test YAML + validators + area pipeline,🟠 req-class: EUDI_required; credimi: PR1295 no YAML,source: FCAF repo; no PR1295 YAML
,"=HYPERLINK(""https://github.com/eu-digital-identity-wallet/eudi-doc-functional-conformance-assessment/blob/88ab69a/docs/fcaf/suts/wallet_solution/relying_party/Interaction/Metadata/WS_RP_IA_Metadata__008.md"",""WS_RP_IA_Metadata_008"")",EUDI_required,🟢 ready,,,x,,x,,x,Interaction / Metadata,EUDI_generic,"WS, RP-PI, OID4VP-IA","🔎, WU, 📸",validators: json.field_required; preconditions: pipeline.wallet.metadata.direct-post-jwt; manual Maestro pipeline template: fcaf-wallet-solution-relying-party-metadata-direct-post-jwt; live reference wallet submitted PID mdoc with direct_post.jwt to HTTPS response_uri,🟢 req-class: EUDI_required; credimi: PR1295 YAML ready,source: FCAF repo; PR1295 YAML
